a,b,f(a),f(b),x,f(x)
1.0,2.0,1.5253986251501086,-0.762769678598092,1.6666461652542712,-0.17821195246537158
1.0,1.6666461652542712,1.5253986251501086,-0.17821195246537158,1.6666461652542712,-0.17821195246537158
1.0,1.5969093860427892,1.5253986251501086,-0.035750135199505095,1.5969093860427892,-0.035750135199505095
1.0,1.5832402266424355,1.5253986251501086,-0.006945742873105232,1.5832402266424355,-0.006945742873105232
