a,b,c,f(c)
2.0,3.0,2.54867620848416,-0.2378550885185362
2.0,3.0,2.54867620848416,-0.2378550885185362
3.0,2.54867620848416,2.332431421631617,0.11111152676533465
2.54867620848416,2.332431421631617,2.4012841065874118,-0.010542324437881945
2.332431421631617,2.4012841065874118,2.3953174451455905,-0.0004242186319238783
